"treatment"	"species"	"richness"	"year"	"Omega"	"theta"	"feasibility"	"differential"	"overlap"	"coex_rate"	"indirect_effects"
"633"	"control"	"Lp_To_Pg"	3	2020	0.00664671417164262	15.1763711477016	0	0.004	0	0.333333333333333	-0.333333333333333
"634"	"control"	"Lp_To_Ra"	3	2020	0.420271803356227	46.2725470393747	0	0.003	0	0.333333333333333	-0.333333333333333
"635"	"control"	"Lp_To_Pm"	3	2020	0.0288108124578305	7.70308111636186	0	-0.007	0.011	1	-1
"636"	"control"	"Lp_To_Ga"	3	2020	0.0137449730606013	24.5088627791364	0	0.003	0	0.333333333333333	-0.333333333333333
"637"	"control"	"Lp_Dc_Sp"	3	2020	0.100831088891381	16.6932820017366	0	0.079	0	0.333333333333333	-0.333333333333333
"638"	"control"	"Lp_Dc_Pg"	3	2020	0.00875522164732493	27.2792676689235	0	-0.005	0	0.666666666666667	-0.666666666666667
"639"	"control"	"Lp_Dc_Ra"	3	2020	3.70354508879452	117.207946211608	0	0.207	0.047	0.333333333333333	-0.333333333333333
"640"	"control"	"Lp_Dc_Pm"	3	2020	0.269910532471858	30.5600557401029	0	-0.123	0.053	1	-1
"641"	"control"	"Lp_Dc_Ga"	3	2020	0.916331662044264	17.180370553341	1	0.635	0	0.333333333333333	0.666666666666667
"642"	"control"	"Lp_Sp_Pg"	3	2020	0.00131885983814059	13.1351340477702	0	0	0	0	0
"643"	"control"	"Lp_Sp_Ra"	3	2020	0.80081825473256	43.4976516517725	0	0.001	0.002	0	0
"644"	"control"	"Lp_Sp_Pm"	3	2020	0.00469991734012032	10.431663761722	0	-0.005	0.002	0.333333333333333	-0.333333333333333
"645"	"control"	"Lp_Sp_Ga"	3	2020	0.0240192810401332	25.3998013361494	0	-0.004	0.007	0	0
"646"	"control"	"Lp_Pg_Ra"	3	2020	2.8814475174889	25.110283174617	1	0.601	0	0	1
"647"	"control"	"Lp_Pg_Pm"	3	2020	0.0213143603345767	13.4765297494718	0	0.015	0	0.333333333333333	-0.333333333333333
"648"	"control"	"Lp_Pg_Ga"	3	2020	0.00225834594411034	27.5174344000772	0	0.004	0	0	0
"649"	"control"	"Lp_Ra_Pm"	3	2020	2.61389569147037	28.8335411897126	0	0.09	0.025	0.333333333333333	-0.333333333333333
"650"	"control"	"Lp_Ra_Ga"	3	2020	1.25026131724133	12.4765916790326	1	0.699	0	0.333333333333333	0.666666666666667
"651"	"control"	"Lp_Pm_Ga"	3	2020	0.107812068871396	14.700260493029	0	-0.038	0.042	0.333333333333333	-0.333333333333333
"652"	"control"	"Pt_Am_Cj"	3	2020	0.0686169528494629	19.3252692320537	0	0.024	0.029	0.666666666666667	-0.666666666666667
"653"	"control"	"Pt_Am_Cb"	3	2020	0.000235405554564961	32.5503078503036	0	-0.002	0	0	0
"654"	"control"	"Pt_Am_To"	3	2020	0.0740732430760761	16.0154139022461	0	0.048	0.017	0.666666666666667	-0.666666666666667
"655"	"control"	"Pt_Am_Dc"	3	2020	0.144541477414023	27.4532997118353	0	-0.089	0.082	0.666666666666667	-0.666666666666667
"656"	"control"	"Pt_Am_Sp"	3	2020	0.00323285353088294	32.7739508074587	0	-0.014	0	0.333333333333333	-0.333333333333333
"657"	"control"	"Pt_Am_Pg"	3	2020	0.00568561939336023	34.3220520726139	0	-0.005	0	0.333333333333333	-0.333333333333333
"658"	"control"	"Pt_Am_Ra"	3	2020	0.130688132700362	52.807267530323	0	0.031	0	0	0
"659"	"control"	"Pt_Am_Pm"	3	2020	0.0415539558934804	23.4085715668762	0	0.006	0.014	0.333333333333333	-0.333333333333333
"660"	"control"	"Pt_Am_Ga"	3	2020	0.134016710444122	16.520346521914	0	0.116	0.006	0.333333333333333	-0.333333333333333
"661"	"control"	"Pt_Cj_Cb"	3	2020	0.0246525780279568	26.1423316011222	0	-0.023	0.002	0.333333333333333	-0.333333333333333
"662"	"control"	"Pt_Cj_To"	3	2020	0.00553626661447416	1.1508381699141	0	-0.008	0.001	0.666666666666667	-0.666666666666667
"663"	"control"	"Pt_Cj_Dc"	3	2020	0.31130288657651	8.43392198385937	1	-0.029	0.182	1	0
"664"	"control"	"Pt_Cj_Sp"	3	2020	0.0917302982430593	16.3698430703204	0	0.044	0.003	0.666666666666667	-0.666666666666667
"665"	"control"	"Pt_Cj_Pg"	3	2020	0.0409318203059012	21.833350279348	0	-0.004	0.024	0.666666666666667	-0.666666666666667
"666"	"control"	"Pt_Cj_Ra"	3	2020	0.951586536087608	33.5098837392609	0	0.305	0	0.333333333333333	-0.333333333333333
"667"	"control"	"Pt_Cj_Pm"	3	2020	0.0152948673871771	6.45631526466619	0	0.001	0.007	0.666666666666667	-0.666666666666667
"668"	"control"	"Pt_Cj_Ga"	3	2020	0.115963423355254	6.82947588153069	1	-0.005	0.055	0.666666666666667	0.333333333333333
"669"	"control"	"Pt_Cb_To"	3	2020	0.126381992965456	9.03295406558807	1	0.049	0.026	0.666666666666667	0.333333333333333
"670"	"control"	"Pt_Cb_Dc"	3	2020	0.618459602208747	35.0419513433848	0	0.003	0.285	0.666666666666667	-0.666666666666667
"671"	"control"	"Pt_Cb_Sp"	3	2020	0.61005644712302	44.4294634307615	0	-0.053	0.113	0.333333333333333	-0.333333333333333
"672"	"control"	"Pt_Cb_Pg"	3	2020	0.170078529430586	7.89363011500672	1	0.09	0.032	0.666666666666667	0.333333333333333
"673"	"control"	"Pt_Cb_Ra"	3	2020	2.31458924961933	63.9854434296588	0	0.062	0	0	0
"674"	"control"	"Pt_Cb_Pm"	3	2020	0.000315242502711207	12.08437288917	0	-0.026	0	0.333333333333333	-0.333333333333333
"675"	"control"	"Pt_Cb_Ga"	3	2020	0.148464014303267	29.0532480638064	0	-0.044	0.061	0.333333333333333	-0.333333333333333
"676"	"control"	"Pt_To_Dc"	3	2020	0.226036022643854	10.6098176872748	0	-0.00600000000000001	0.106	1	-1
"677"	"control"	"Pt_To_Sp"	3	2020	0.0762798324107565	19.6358880172125	0	0.03	0	0.666666666666667	-0.666666666666667
"678"	"control"	"Pt_To_Pg"	3	2020	0.0453379624766011	22.4707949447783	0	0.01	0.017	0.666666666666667	-0.666666666666667
"679"	"control"	"Pt_To_Ra"	3	2020	2.86550669348189	23.1851318271444	1	0.59	0	0.333333333333333	0.666666666666667
"680"	"control"	"Pt_To_Pm"	3	2020	0.0906189836935372	5.794678155761	1	-0.031	0.063	1	0
"681"	"control"	"Pt_To_Ga"	3	2020	0.169101623757434	18.0654475083592	0	0.145	0.02	0.666666666666667	-0.666666666666667
"682"	"control"	"Pt_Dc_Sp"	3	2020	0.542835896065914	23.4429454374466	1	0.116	0.31	0.666666666666667	0.333333333333333
"683"	"control"	"Pt_Dc_Pg"	3	2020	3.13466743858955	13.591119800263	1	0.015	0.985	1	0
"684"	"control"	"Pt_Dc_Ra"	3	2020	2.46327450097133	68.8077335426196	0	0.266	0	0.333333333333333	-0.333333333333333
"685"	"control"	"Pt_Dc_Pm"	3	2020	0.35905321038638	19.5786675848409	0	-0.06	0.22	1	-1
"686"	"control"	"Pt_Dc_Ga"	3	2020	0.604084573121306	13.7152770852766	1	0.54	0	0.666666666666667	0.333333333333333
"687"	"control"	"Pt_Sp_Pg"	3	2020	0.233653741803676	33.129087876076	1	0.056	0.09	0.666666666666667	0.333333333333333
"688"	"control"	"Pt_Sp_Ra"	3	2020	2.85873557655733	63.6535072583748	0	0.331	0	0.333333333333333	-0.333333333333333
"689"	"control"	"Pt_Sp_Pm"	3	2020	0.014475395364236	22.6380175353743	0	-0.024	0	0.666666666666667	-0.666666666666667
"690"	"control"	"Pt_Sp_Ga"	3	2020	0.436322702688059	7.53914887940234	1	0.045	0.047	0.666666666666667	0.333333333333333
"691"	"control"	"Pt_Pg_Ra"	3	2020	1.28950891253279	82.9269249371065	0	-0.132	0.091	0.333333333333333	-0.333333333333333
"692"	"control"	"Pt_Pg_Pm"	3	2020	0.130819738652132	23.6837720102357	0	0.00599999999999999	0.064	0.666666666666667	-0.666666666666667
"693"	"control"	"Pt_Pg_Ga"	3	2020	0.159838969684612	17.6424730027278	0	0.066	0.049	0.666666666666667	-0.666666666666667
"694"	"control"	"Pt_Ra_Pm"	3	2020	3.02553785602157	24.9773759982748	0	0.466	0	0.333333333333333	-0.333333333333333
"695"	"control"	"Pt_Ra_Ga"	3	2020	0.0743160480864749	17.5198894426921	0	-0.07	0	0.666666666666667	-0.666666666666667
"696"	"control"	"Pt_Pm_Ga"	3	2020	0.243530543573458	11.5985331334721	1	0.014	0.058	0.666666666666667	0.333333333333333
"697"	"control"	"Am_Cj_Cb"	3	2020	0.0053631098870504	19.8967790901592	0	0.002	0	0.333333333333333	-0.333333333333333
"698"	"control"	"Am_Cj_To"	3	2020	0.00659104081486104	3.12240866307346	0	-0.003	0.008	0.666666666666667	-0.666666666666667
"699"	"control"	"Am_Cj_Dc"	3	2020	0.148306124255315	5.24991896985048	1	-0.042	0.133	1	0
"700"	"control"	"Am_Cj_Sp"	3	2020	0.00284112539802075	10.8496830845935	0	0	0.001	0.333333333333333	-0.333333333333333
"701"	"control"	"Am_Cj_Pg"	3	2020	0.019109138895092	13.5750093542508	0	0.018	0	0.333333333333333	-0.333333333333333
"702"	"control"	"Am_Cj_Ra"	3	2020	0.225302972568187	42.2472601965255	0	0.008	0.028	0.333333333333333	-0.333333333333333
"703"	"control"	"Am_Cj_Pm"	3	2020	0.00588011848760399	5.96524731800831	0	-0.003	0	0.333333333333333	-0.333333333333333
"704"	"control"	"Am_Cj_Ga"	3	2020	0.074136025293641	18.0570705480269	0	0.028	0.008	0.333333333333333	-0.333333333333333
"705"	"control"	"Am_Cb_To"	3	2020	0.00643881148088632	12.8391805365987	0	0.003	0	0.666666666666667	-0.666666666666667
"706"	"control"	"Am_Cb_Dc"	3	2020	0.0329794374609102	24.8400763950923	0	0.008	0.002	0.666666666666667	-0.666666666666667
"707"	"control"	"Am_Cb_Sp"	3	2020	0.00778607193806512	29.2096161043606	0	0.001	0	0	0
"708"	"control"	"Am_Cb_Pg"	3	2020	0.00170566805977081	22.5309924929959	0	0.002	0	0.333333333333333	-0.333333333333333
"709"	"control"	"Am_Cb_Ra"	3	2020	0.10982970039036	59.3393320239226	0	0.01	0	0	0
"710"	"control"	"Am_Cb_Pm"	3	2020	0.0131781465625869	20.646332527767	0	0.014	0	0	0
"711"	"control"	"Am_Cb_Ga"	3	2020	0.0122190103938283	44.8854917777953	0	0.002	0	0	0
"712"	"control"	"Am_To_Dc"	3	2020	0.171760190223506	4.95050566626215	1	-0.032	0.131	1	0
"713"	"control"	"Am_To_Sp"	3	2020	0.0037110995560597	11.3159132902119	0	0.001	0.001	0.333333333333333	-0.333333333333333
"714"	"control"	"Am_To_Pg"	3	2020	0.0179220217062871	14.3263933178217	0	0.013	0.005	0.333333333333333	-0.333333333333333
"715"	"control"	"Am_To_Ra"	3	2020	0.387625527048317	51.6354797073241	0	0.027	0	0.333333333333333	-0.333333333333333
"716"	"control"	"Am_To_Pm"	3	2020	0.0314861704564493	9.59374711367244	0	-0.025	0.037	0.666666666666667	-0.666666666666667
"717"	"control"	"Am_To_Ga"	3	2020	0.0474611940668431	24.9355170148155	0	0.016	0.019	0.333333333333333	-0.333333333333333
"718"	"control"	"Am_Dc_Sp"	3	2020	0.0479983450043293	9.32415958509671	0	0.057	0.004	0.333333333333333	-0.333333333333333
"719"	"control"	"Am_Dc_Pg"	3	2020	0.0612191009148924	25.7760627114965	0	0.009	0	0.666666666666667	-0.666666666666667
"720"	"control"	"Am_Dc_Ra"	3	2020	0.649075478497047	46.351443795267	0	0.062	0.029	0.333333333333333	-0.333333333333333
"721"	"control"	"Am_Dc_Pm"	3	2020	0.100508048462865	10.5261665965289	0	0.041	0.021	0.666666666666667	-0.666666666666667
"722"	"control"	"Am_Dc_Ga"	3	2020	0.092808610862917	29.7411998662667	0	0.049	0	0.333333333333333	-0.333333333333333
"723"	"control"	"Am_Sp_Pg"	3	2020	0.001712682800985	16.423132842111	0	0.001	0	0	0
"724"	"control"	"Am_Sp_Ra"	3	2020	0.0886044512207003	53.6164297756013	0	0.01	0.004	0	0
"725"	"control"	"Am_Sp_Pm"	3	2020	0.00506762253364181	13.5723395687137	0	0	0	0	0
"726"	"control"	"Am_Sp_Ga"	3	2020	0.0117270485708788	30.0909858578802	0	0.002	0.001	0	0
"727"	"control"	"Am_Pg_Ra"	3	2020	0.0257538695456514	48.9573187323298	0	0.016	0	0	0
"728"	"control"	"Am_Pg_Pm"	3	2020	0.0134626734790747	16.3135392629193	0	0.018	0.002	0	0
"729"	"control"	"Am_Pg_Ga"	3	2020	0.0336774052033149	34.5370149653984	0	0.02	0	0	0
"730"	"control"	"Am_Ra_Pm"	3	2020	0.0869408034578652	46.9371745775414	0	0.004	0.01	0	0
"731"	"control"	"Am_Ra_Ga"	3	2020	0.576926335744861	8.09964565229941	1	0.43	0	0.333333333333333	0.666666666666667
"732"	"control"	"Am_Pm_Ga"	3	2020	0.0357464525492486	21.3662535757865	0	0.001	0.007	0	0
"733"	"control"	"Cj_Cb_To"	3	2020	0.0608903151841651	13.4638888795263	0	0.063	0	0.333333333333333	-0.333333333333333
"734"	"control"	"Cj_Cb_Dc"	3	2020	0.0537848000451783	29.6821060475934	0	-0.038	0.008	0.666666666666667	-0.666666666666667
"735"	"control"	"Cj_Cb_Sp"	3	2020	0.0102663987211051	30.6803425114345	0	-0.005	0.001	0	0
"736"	"control"	"Cj_Cb_Pg"	3	2020	0.0067443924305668	28.3747075442986	0	0.002	0.001	0.333333333333333	-0.333333333333333
"737"	"control"	"Cj_Cb_Ra"	3	2020	0.198433858965914	64.1186160576548	0	0.001	0	0	0
"738"	"control"	"Cj_Cb_Pm"	3	2020	0.0411728555276425	20.0165803284231	0	0.035	0	0	0
"739"	"control"	"Cj_Cb_Ga"	3	2020	0.0343246214831203	36.9842607674242	0	-0.014	0.003	0	0
"740"	"control"	"Cj_To_Dc"	3	2020	0.0150568947345541	8.18542112828164	0	0.001	0.002	0.666666666666667	-0.666666666666667
"741"	"control"	"Cj_To_Sp"	3	2020	0.00422469535075618	6.66783549140119	0	0.002	0	0	0
"742"	"control"	"Cj_To_Pg"	3	2020	0.00189232982958712	17.9981933271884	0	-0.007	0.001	0	0
"743"	"control"	"Cj_To_Ra"	3	2020	0.152261089307848	52.787932404924	0	0.002	0	0	0
"744"	"control"	"Cj_To_Pm"	3	2020	0.0144726200936757	9.10619549045856	0	0.019	0	0.333333333333333	-0.333333333333333
"745"	"control"	"Cj_To_Ga"	3	2020	0.03584917452136	22.8780296845791	0	0.037	0	0	0
"746"	"control"	"Cj_Dc_Sp"	3	2020	0.0303677044901554	11.8062392230546	0	0.009	0.006	0.333333333333333	-0.333333333333333
"747"	"control"	"Cj_Dc_Pg"	3	2020	0.020535030303774	30.8903434898659	0	-0.072	0.002	0.666666666666667	-0.666666666666667
"748"	"control"	"Cj_Dc_Ra"	3	2020	0.95138186863656	50.598847501511	0	0.073	0.047	0.333333333333333	-0.333333333333333
"749"	"control"	"Cj_Dc_Pm"	3	2020	0.00594722168510471	13.2581852806279	0	-0.006	0	0.666666666666667	-0.666666666666667
"750"	"control"	"Cj_Dc_Ga"	3	2020	0.165118962006257	23.7838743637883	0	0.164	0	0.333333333333333	-0.333333333333333
"751"	"control"	"Cj_Sp_Pg"	3	2020	0.00445106547083652	17.471582118192	0	0.001	0	0	0
"752"	"control"	"Cj_Sp_Ra"	3	2020	0.0324963724600567	51.5745649531775	0	0.001	0	0	0
"753"	"control"	"Cj_Sp_Pm"	3	2020	0.0164622782447939	7.91877398684588	0	0.019	0	0	0
"754"	"control"	"Cj_Sp_Ga"	3	2020	0.00319353640150973	22.5257380253349	0	-0.012	0	0	0
"755"	"control"	"Cj_Pg_Ra"	3	2020	0.0706515177197774	55.9781296042367	0	0.001	0.003	0	0
"756"	"control"	"Cj_Pg_Pm"	3	2020	0.00417657434130413	19.0021873630774	0	-0.004	0.002	0	0
"757"	"control"	"Cj_Pg_Ga"	3	2020	0.0248894890782149	30.2910935814005	0	-0.005	0.008	0	0
"758"	"control"	"Cj_Ra_Pm"	3	2020	0.019139134593406	43.7939614231065	0	-0.002	0	0	0
"759"	"control"	"Cj_Ra_Ga"	3	2020	0.126487892155102	20.1542736964762	0	0.032	0	0.333333333333333	-0.333333333333333
"760"	"control"	"Cj_Pm_Ga"	3	2020	0.00184602195300079	20.2957005532181	0	-0.012	0	0	0
"761"	"control"	"Cb_To_Dc"	3	2020	0.372726609724456	23.2236543180578	0	-0.055	0.192	1	-1
"762"	"control"	"Cb_To_Sp"	3	2020	0.106472881394911	15.3597218449474	0	0.092	0	0.333333333333333	-0.333333333333333
"763"	"control"	"Cb_To_Pg"	3	2020	0.0220838146397835	15.2765681817019	0	0.021	0	0.666666666666667	-0.666666666666667
"764"	"control"	"Cb_To_Ra"	3	2020	0.487826876112895	69.6450444565243	0	0	0	0.333333333333333	-0.333333333333333
"765"	"control"	"Cb_To_Pm"	3	2020	0.0756221076782316	6.47449094733773	1	0.042	0.009	0.666666666666667	0.333333333333333
"766"	"control"	"Cb_To_Ga"	3	2020	0.169926290505899	36.2733952227414	0	0.091	0	0.333333333333333	-0.333333333333333
"767"	"control"	"Cb_Dc_Sp"	3	2020	0.380150658986207	57.8332101666133	0	-0.068	0.01	0.333333333333333	-0.333333333333333
"768"	"control"	"Cb_Dc_Pg"	3	2020	0.455134638834626	53.3553068732642	0	-0.059	0.047	1	-1
"769"	"control"	"Cb_Dc_Ra"	3	2020	2.20944992679736	151.480126238239	0	0.001	0	0.333333333333333	-0.333333333333333
"770"	"control"	"Cb_Dc_Pm"	3	2020	0.106764998725704	34.1255902110446	0	0.018	0.003	0.666666666666667	-0.666666666666667
"771"	"control"	"Cb_Dc_Ga"	3	2020	1.75227004318527	59.7768249647353	0	0.277	0	0.333333333333333	-0.333333333333333
"772"	"control"	"Cb_Sp_Pg"	3	2020	0.0353337003355459	36.694559680853	0	0.015	0.002	0.333333333333333	-0.333333333333333
"773"	"control"	"Cb_Sp_Ra"	3	2020	0.817416052779693	105.223810772291	0	0	0	0	0
"774"	"control"	"Cb_Sp_Pm"	3	2020	0.110865364959657	17.972252006784	0	0.099	0	0	0
"775"	"control"	"Cb_Sp_Ga"	3	2020	0.307641805840002	66.2976994164562	0	-0.075	0.02	0	0
"776"	"control"	"Cb_Pg_Ra"	3	2020	2.35952033423273	69.5887063478422	1	0.455	0	0.333333333333333	0.666666666666667
"777"	"control"	"Cb_Pg_Pm"	3	2020	0.00430914051706785	13.7179923594915	0	0.003	0	0.333333333333333	-0.333333333333333
"778"	"control"	"Cb_Pg_Ga"	3	2020	0.784185830880545	25.9456844977794	1	0.16	0.063	0.333333333333333	0.666666666666667
"779"	"control"	"Cb_Ra_Pm"	3	2020	0.656037965646538	58.8136086872782	0	0.01	0	0	0
"780"	"control"	"Cb_Ra_Ga"	3	2020	1.16570127578329	58.7956211345574	0	0.195	0	0.333333333333333	-0.333333333333333
"781"	"control"	"Cb_Pm_Ga"	3	2020	0.0105624323274289	31.3466959376695	0	0.002	0	0	0
"782"	"control"	"To_Dc_Sp"	3	2020	0.000359736965077732	16.469043847437	0	-0.007	0	0.333333333333333	-0.333333333333333
"783"	"control"	"To_Dc_Pg"	3	2020	0.0446782117370639	35.6140381193561	0	-0.1	0.002	0.666666666666667	-0.666666666666667
"784"	"control"	"To_Dc_Ra"	3	2020	1.57434396397015	66.7587890273191	0	0.03	0	0.333333333333333	-0.333333333333333
"785"	"control"	"To_Dc_Pm"	3	2020	0.157115111345793	16.463938353985	0	-0.034	0.102	1	-1
"786"	"control"	"To_Dc_Ga"	3	2020	0.0936725218371687	33.212621611548	0	0.044	0	0.333333333333333	-0.333333333333333
"787"	"control"	"To_Sp_Pg"	3	2020	0.0155992157303208	20.2015417825868	0	0.016	0.001	0	0
"788"	"control"	"To_Sp_Ra"	3	2020	0.0836714232192954	66.3148726770539	0	0	0	0	0
"789"	"control"	"To_Sp_Pm"	3	2020	0.00445149251521186	9.75160450956843	0	0.003	0.003	0.333333333333333	-0.333333333333333
"790"	"control"	"To_Sp_Ga"	3	2020	0.0143654648772032	31.7377931505957	0	0.002	0.002	0	0
"791"	"control"	"To_Pg_Ra"	3	2020	0.0983526928976577	66.8025326910413	0	0.004	0	0	0
"792"	"control"	"To_Pg_Pm"	3	2020	0.0315920366201506	19.5523630666107	0	-0.032	0.029	0.333333333333333	-0.333333333333333
"793"	"control"	"To_Pg_Ga"	3	2020	0.0103990691545283	42.1979087321226	0	-0.001	0	0	0
"794"	"control"	"To_Ra_Pm"	3	2020	0.360886540170931	49.538248808193	0	0.013	0	0.333333333333333	-0.333333333333333
"795"	"control"	"To_Ra_Ga"	3	2020	1.28727501554589	14.1298387896302	1	0.838	0	0.333333333333333	0.666666666666667
"796"	"control"	"To_Pm_Ga"	3	2020	0.0830312770214381	20.7678181871674	0	0.013	0.03	0.333333333333333	-0.333333333333333
"797"	"control"	"Dc_Sp_Pg"	3	2020	0.262522885911855	37.841023880037	0	0.092	0.015	0.333333333333333	-0.333333333333333
"798"	"control"	"Dc_Sp_Ra"	3	2020	1.37531979333708	57.2298240103285	0	0.031	0.033	0	0
"799"	"control"	"Dc_Sp_Pm"	3	2020	0.00712328133849635	22.6417020794991	0	0.002	0	0.333333333333333	-0.333333333333333
"800"	"control"	"Dc_Sp_Ga"	3	2020	0.0212873271195032	31.2463045680809	0	0.015	0	0	0
"801"	"control"	"Dc_Pg_Ra"	3	2020	3.08626243346161	107.777690797731	0	0.087	0	0.333333333333333	-0.333333333333333
"802"	"control"	"Dc_Pg_Pm"	3	2020	0.0831248871725105	37.6940454840061	0	-0.096	0.008	0.666666666666667	-0.666666666666667
"803"	"control"	"Dc_Pg_Ga"	3	2020	0.183045501368037	51.1640295623761	0	0.035	0	0.333333333333333	-0.333333333333333
"804"	"control"	"Dc_Ra_Pm"	3	2020	2.7978528964779	39.4804572385807	0	0.057	0.026	0.333333333333333	-0.333333333333333
"805"	"control"	"Dc_Ra_Ga"	3	2020	1.32534537283382	4.86966323423824	1	0.938	0	0.333333333333333	0.666666666666667
"806"	"control"	"Dc_Pm_Ga"	3	2020	0.0791592535884207	26.9037071331968	0	0.071	0	0.333333333333333	-0.333333333333333
"807"	"control"	"Sp_Pg_Ra"	3	2020	1.2386264322997	49.6159623900737	0	0.088	0	0	0
"808"	"control"	"Sp_Pg_Pm"	3	2020	0.026199326359087	20.0097068469127	0	0.029	0	0	0
"809"	"control"	"Sp_Pg_Ga"	3	2020	0.0152503345629846	42.3517414335101	0	-0.005	0	0	0
"810"	"control"	"Sp_Ra_Pm"	3	2020	0.589756698615195	47.4518022504604	0	0.026	0.002	0	0
"811"	"control"	"Sp_Ra_Ga"	3	2020	0.916369791807244	20.7116803048801	1	0.469	0	0.333333333333333	0.666666666666667
"812"	"control"	"Sp_Pm_Ga"	3	2020	0.00468716478326735	25.7552493916657	0	-0.009	0	0	0
"813"	"control"	"Pg_Ra_Pm"	3	2020	0.498935915343046	39.057926236708	0	0.003	0.005	0	0
"814"	"control"	"Pg_Ra_Ga"	3	2020	0.584063321228712	29.5740671687234	0	-0.04	0.181	0.333333333333333	-0.333333333333333
"815"	"control"	"Pg_Pm_Ga"	3	2020	0.0624576804726852	34.3967492171648	0	-0.019	0.017	0	0
"816"	"control"	"Ra_Pm_Ga"	3	2020	1.20797219442347	23.8435558086151	1	0.671	0	0.333333333333333	0.666666666666667
